"V1","V2","V3","V4"
0.0251921336509727,4.84747860925826,0.862053901007563,-315.260717142049
0.0176799248090823,4.24682907108493,0.871302541869938,-315.746229905442
0.0168377374230621,4.56932727128289,0.887010716132732,-315.974295527305
0.0206089072064843,4.6851940585027,0.871007415432322,-313.352801006606
0.0189383499675086,4.50654140563434,0.867803665512,-314.465086581166
0.0182238082643659,4.2415839557579,0.871629975620776,-315.409168180044
0.0182238082643659,4.2415839557579,0.871629975620776,-315.409168180044
0.0183031609107973,4.33150667911426,0.875914794155474,-315.156173096316
0.0238494299290316,4.8370792439703,0.860469477278199,-314.578114450607
0.022747818776184,4.79873138027394,0.850680280112469,-317.263225855969
0.023376904457702,4.60743846211926,0.853964132446447,-314.443673738116
0.0243951111940006,4.52911931521883,0.856869320700217,-314.3083121351
0.0184182183682909,4.82649313263765,0.886227175028448,-314.365971223667
0.0187734813668665,5.10598526949029,0.886136823891855,-314.654075673569
0.0191774149931777,4.9423410094947,0.886558260766983,-314.205749692722
0.0202049529242671,4.72792783113422,0.872073769228728,-313.499434570518
0.0212475172815261,4.52611100319639,0.878446427810487,-315.131328185842
0.0211365944606908,4.27406759401053,0.871022875883333,-315.332715051762
0.0225155661036619,4.62747929670869,0.871835856294659,-314.079485017846
0.0239745140944086,5.12919879383969,0.878963472373199,-316.559508078443
0.0234296531731813,5.27760984528241,0.873274401141871,-315.864452898791
0.0242648909321818,5.55943287978484,0.878591525268005,-318.570966871685
0.0194102075513682,4.60791667729569,0.88698134823346,-315.720676980764
0.0210755880112818,4.46872609873886,0.849862747667715,-316.113120937834
0.0190532470744422,4.77597887576653,0.876469530305183,-313.954351228226
0.0219073538091472,4.76336855620399,0.874275559963233,-313.645847565159
0.0203286579435492,4.4541457783622,0.871643372449587,-313.770382045707
0.0196900798710185,4.54519214073234,0.864805676174032,-314.307317476206
0.0210051228279996,4.25717203425173,0.867315289259833,-314.668224298498
0.0206174161004846,4.57659934629562,0.854652995833003,-316.032402930903
0.0215659340656811,4.45543172219319,0.865923630245705,-313.553093123792
0.0214855039539642,4.50490994019268,0.859330476243527,-313.828735253822
0.020823802762764,5.02539876932649,0.875187386311144,-314.063841358976
0.0198267672485275,4.69779633173988,0.874649225718525,-313.483488746149
0.0226251967291964,4.43784665517789,0.866732229883134,-314.237923738644
0.0200118756551371,4.54263364192662,0.878399219247207,-314.179900623451
0.0196765129806764,4.6798223192397,0.870918074927753,-313.81310735983
0.0208658650300386,4.60732017351966,0.871102582570695,-313.330221711833
0.0244052004689834,4.53588238943096,0.855424567661737,-314.316435692052
0.0236999664917421,4.68420465929275,0.859716694247794,-314.054943938099
0.0258390471963666,4.33797894183493,0.84509571706807,-315.388841324049
0.02361188209247,4.53274822485785,0.854951647102265,-314.084680857548
0.022281482739392,5.32818362876857,0.87650119934842,-315.663448403442
0.0232570185146924,4.79506868369762,0.871516396685896,-314.260600800721
0.0193678418517679,4.95326323165976,0.888026252013995,-314.443710950794
0.020713352335701,5.02568885711136,0.881748369053302,-313.950452213183
0.0239497371985319,4.62232168341012,0.859759974126326,-314.06347252248
0.0214310887921983,4.9872918822216,0.874936019361644,-313.804903850201
0.0221757029168801,4.82278606277455,0.88262419114,-315.70946947878
0.0200826633719413,4.63417058103561,0.867068401143958,-313.897920066022
0.0210037426463355,4.64531614373045,0.872963366502383,-313.372466054538
0.0194986419690903,4.98400137735273,0.880765581246553,-313.99849118665
0.0198041602556161,5.14173313010869,0.884536228787598,-314.386233491817
0.0233562621915557,4.66835014269604,0.862917987514847,-313.798225109616
0.0224702886881952,4.8120530979792,0.877553982496704,-314.582423695887
0.0203327251042998,4.9389259738488,0.866757031686071,-315.69894896293
0.0191989930646345,4.58520958696522,0.887109657313098,-315.81296859633
0.0187331779010522,4.6818573606564,0.874744926967637,-314.168504188115
0.0220979661615928,4.61656519005905,0.865555669574159,-313.395193603329
0.0206318629220483,4.83358254971299,0.876074921224372,-313.42177891926
0.0207312082100432,4.94589422216979,0.872021271101192,-314.103081444463
0.0219893902477089,4.42304213215221,0.857185276037817,-313.802634812409
0.0243186425455542,4.38580792439175,0.857287442174036,-314.642358799305
0.0212354383609122,4.85358091127576,0.872449580279723,-313.494893908444
0.023131591007365,4.43848052173233,0.8569048820422,-313.844499168729
0.0237810505408603,4.45780288661971,0.854813204214389,-314.077790451727
0.0212591646906267,4.59368674905711,0.866177638130552,-313.374376905681
0.0191873356520997,4.86684006321908,0.876444785331077,-314.168083890808
0.0237040691013936,4.19462946276095,0.849320548196562,-314.674361054279
0.0236133322670513,4.11812530642735,0.838291886333265,-315.491959049341
0.0247706888475777,3.95385400388602,0.842136118042347,-316.452068090692
0.0214699061417413,4.30806969190612,0.870295939023596,-315.062546159809
0.0196470673350109,4.57087980232643,0.864827493749694,-314.440331461698
0.0190155656890613,4.49005690805365,0.863509607360128,-315.098302575044
0.0197562009411709,4.47031818007383,0.864369812954302,-314.131709232646
0.0198227305820451,4.671661871745,0.872433696437684,-313.561651434598
0.0256459161086181,4.3656310892812,0.851687923066424,-315.397427482558
0.0240086522348509,4.39857646967005,0.855194888343138,-314.254786249996
0.020079821438296,4.70242596894734,0.875814729538514,-313.418786835971
0.0228648000315678,4.92132137542115,0.864789617263127,-314.40118802848
0.0234336410445314,4.80772005819158,0.859394437452373,-314.551243235732
0.0233800536435457,4.73600209659372,0.858557204279291,-314.313926840151
0.0237584125958608,4.58523291222478,0.86150736715112,-313.994812919485
0.0246227610610432,4.49058268109434,0.863572433915889,-315.400636079739
0.0187049014865559,4.86126429355322,0.893851092426311,-316.08381695438
0.0185750856743778,4.89070581619626,0.896460695126962,-316.902060546205
0.0239387284511469,4.34162437306088,0.83434745033197,-317.211844590827
0.0224277088147162,4.69870406253517,0.875611447800007,-314.483712010572
0.0215349839750124,4.73458255089255,0.866042267070317,-313.614637835032
0.0244691671295046,4.30900076276296,0.837373807120504,-315.975714314636
0.020850341041435,4.65859841223653,0.864675756404363,-313.836833303946
0.0203003135759362,4.55570897642578,0.876693635455568,-313.908346763019
0.0208836121333885,4.67232743691281,0.86340243779715,-314.099515582902
0.0201239977794769,4.604434167668,0.86556572647187,-314.002376600113
0.0207146611941531,4.70458772996033,0.875709591911288,-313.422653734966
0.021552316244363,4.0654001363434,0.85414433192933,-315.030966516909
0.0188658366911367,4.36500790736438,0.87460951798589,-314.635642014539
0.0170734930480064,4.9835501434713,0.885134968188834,-316.054282805141
0.0199188240306263,5.15180216647171,0.884430324087243,-314.402937116624
0.0200735333559099,5.26191068360259,0.887471808647923,-314.957869248082
0.0193109914967438,4.68472289043007,0.881445837944438,-313.937440589305
0.0222433522848895,4.53545788733193,0.867207864408764,-313.620324192786
0.0218617767390221,4.7579470843869,0.874219372134574,-313.621447072982
0.0216276146647883,4.65593890720948,0.863541552749019,-313.633519760845
